"studyYear" "programDbId" "programName" "programDescription" "studyDbId" "studyName" "studyDescription" "studyDesign" "plotWidth" "plotLength" "fieldSize" "fieldTrialIsPlannedToBeGenotyped" "fieldTrialIsPlannedToCross" "plantingDate" "harvestDate" "locationDbId" "locationName" "germplasmDbId" "germplasmName" "germplasmSynonyms" "observationLevel" "observationUnitDbId" "observationUnitName" "replicate" "blockNumber" "plotNumber" "rowNumber" "colNumber" "entryType" "plantNumber" "L chromometer value|CO_334:0002065" "a chromometer value|CO_334:0002066" "apical pubescence visual rating 0-2|CO_334:0000309" "b chromometer value|CO_334:0002064" "branching level counting|CO_334:0000079" "cassava bacterial blight incidence 3-month evaluation|CO_334:0000178" "cassava bacterial blight severity 3-month evaluation|CO_334:0000175" "cassava green mite severity first evaluation|CO_334:0000189" "cassava green mite severity second evaluation|CO_334:0000190" "cassava mosaic disease incidence 1-month evaluation|CO_334:0000195" "cassava mosaic disease incidence 3-month evaluation|CO_334:0000196" "cassava mosaic disease severity 1-month evaluation|CO_334:0000191" "cassava mosaic disease severity 3-month evaluation|CO_334:0000192" "central leaf shape visual rating 1-10|CO_334:0000119" "dry matter content by specific gravity method|CO_334:0000160" "dry matter content percentage|CO_334:0000092" "dry yield|CO_334:0000014" "ease of peeling root cortex visual rating 1-3|CO_334:0000308" "first apical branch height measurement in cm|CO_334:0000106" "first fully expanded leaf color visual rating 1-9|CO_334:0000102" "fresh root yield|CO_334:0000013" "fresh shoot weight measurement in kg per plot|CO_334:0000016" "fresh storage root weight per plot|CO_334:0000012" "fufu dry weight in kg|CO_334:0002019" "fufu fibre weight in g|CO_334:0002016" "fufu initial weight in kg|CO_334:0002013" "fufu peel weight in kg|CO_334:0002014" "fufu peeled root weight in kg|CO_334:0002015" "fufu pressed weight in kg|CO_334:0002018" "gari fried weight in kg|CO_334:0002026" "gari initial weight in kg|CO_334:0002020" "gari mash weight in kg|CO_334:0002023" "gari peel weight in kg|CO_334:0002021" "gari peeled root weight in kg|CO_334:0002022" "gari pressed weight in kg|CO_334:0002024" "gari pulverised weight in kg|CO_334:0002025" "gari shaft coarse weight in g|CO_334:0002027" "gari shaft medium weight in g|CO_334:0002028" "harvest index variable|CO_334:0000015" "initial vigor assessment 1-7|CO_334:0000009" "petiole color visual rating 1-9|CO_334:0000023" "plant architecture visual rating 1-5|CO_334:0000099" "plant height measurement in cm|CO_334:0000018" "plant stands harvested counting|CO_334:0000010" "root evaluation scaled 1-5|CO_334:0000228" "root neck length visual rating 0-7|CO_334:0000022" "root number counting|CO_334:0000011" "root weight in air|CO_334:0000157" "root weight in water|CO_334:0000158" "rotted storage root counting|CO_334:0000084" "specific gravity|CO_334:0000163" "sprout count at one-month|CO_334:0000213" "sprout count at three-month|CO_334:0000214" "sprouting proportion|CO_334:0000008" "starch content percentage|CO_334:0000071" "staygreen visual scale 1-9|CO_334:0000224" "storage root cortex color visual rating 1-4|CO_334:0000115" "storage root periderm color visual rating 1-4|CO_334:0000064" "storage root pulp color visual rating 1-3|CO_334:0000021" "storage root shape visual rating 1-6|CO_334:0000020" "storage root size visual rating 1-7|CO_334:0000019" "total carotenoid by chart 1-8|CO_334:0000161" "unexpanded apical leaf color visual rating 1-9|CO_334:0000101" "notes"
"1" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3300 "17.GS.C2.setA.UYT.36.AG" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-31" "2018-July-13" 196 "Ago-Owu" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690637 "2018-17.GS.C2.setA.UYT.36.AG-rep1-IITA-TMS-IBA000070_119" 1 1 119 NA NA "check" NA 89.905 "0.385" 0 18.765 "1" 1 2 NA NA 0 0 1 1 5 NA 30 NA 1 91 5 NA 45 68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 9 3 187.67 20 NA 3 120 NA NA 0 NA 42 42 NA NA 2 1 3 1 2 5 1 5 NA
"2" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3300 "17.GS.C2.setA.UYT.36.AG" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-31" "2018-July-13" 196 "Ago-Owu" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690599 "2018-17.GS.C2.setA.UYT.36.AG-rep2-IITA-TMS-IBA000070_225" 2 2 225 NA NA "check" NA 91.285 "0.285" 0 18.635 "1" 1 2 NA NA 0 0 1 1 5 NA 31 NA 1 59 5 NA 45 59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 9 3 192.67 20 NA 3 106 NA NA 0 NA 41 41 NA NA 2 1 2 1 2 5 1 7 NA
"3" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3300 "17.GS.C2.setA.UYT.36.AG" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-31" "2018-July-13" 196 "Ago-Owu" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690586 "2018-17.GS.C2.setA.UYT.36.AG-rep3-IITA-TMS-IBA000070_308" 3 3 308 NA NA "check" NA 90.98 "-0.24" 0 18.505 "1" 0.93 2 NA NA 0 0 1 1 5 NA 31 NA 1 42.67 5 NA 47 61.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 9 3 175 20 NA 3 137 NA NA 0 NA 42 41 NA NA 2 1 2 1 2 5 1 7 NA
"4" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3302 "17.GS.C2.setA.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690853 "2018-17.GS.C2.setA.UYT.36.IK-rep1-IITA-TMS-IBA000070_119" 1 2 119 NA NA "check" NA 89.865 "0.35" 0 18.05 "1" 0.83 3 "3" NA 0 0 1 1 5 NA 30 NA 1 184 5 NA 37.5 67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 8 3 209 20 NA 3 90 NA NA 0 NA 35 36 NA NA 1 1 2 1 2 5 1 5 NA
"5" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3302 "17.GS.C2.setA.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690815 "2018-17.GS.C2.setA.UYT.36.IK-rep2-IITA-TMS-IBA000070_225" 2 7 225 NA NA "check" NA 90.83 "-0.08" 0 18.1 "1" 0.61 3 "2" NA 0 0 1 1 5 NA 29 NA 1 180 5 NA 38.5 72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 8 3 225 20 NA 3 150 NA NA 0 NA 35 36 NA NA 1 1 2 1 2 5 1 5 NA
"6" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3302 "17.GS.C2.setA.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690802 "2018-17.GS.C2.setA.UYT.36.IK-rep3-IITA-TMS-IBA000070_308" 3 8 308 NA NA "check" NA 89.545 "0.465" 0 18.725 "1" 0.89 3 "3" NA 0 0 1 1 5 NA 32 NA 1 206 5 NA 36.5 71.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 8 3 206 19 NA 3 125 NA NA 0 NA 42 36 NA NA 1 1 2 1 2 5 1 5 NA
"7" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3303 "17.GS.C2.setB.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690961 "2018-17.GS.C2.setB.UYT.36.IK-rep1-IITA-TMS-IBA000070_119" 1 1 119 NA NA "check" NA 84.995 "0.335" NA 17.92 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"8" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3303 "17.GS.C2.setB.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690923 "2018-17.GS.C2.setB.UYT.36.IK-rep2-IITA-TMS-IBA000070_225" 2 2 225 NA NA "check" NA 91.425 "-0.03" NA 18.905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"9" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3303 "17.GS.C2.setB.UYT.36.IK" "Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ikenne selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-25" "2018-August-30" 32 "Ikenne" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 690910 "2018-17.GS.C2.setB.UYT.36.IK-rep3-IITA-TMS-IBA000070_308" 3 3 308 NA NA "check" NA 88.035 "0.34" NA 19.45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"10" 2017 162 "IITA" "IITA cassava breeding program, Ibadan, Nigeria" 3304 "17.GS.C2.setA.UYT.36.MK" "Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Mokwa selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39" "RCBD" 6 5.6 0.36288 NA NA "2017-August-22" "2018-September-09" 8 "Mokwa" 1936 "IITA-TMS-IBA000070" "00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070" "plot" 691069 "2018-17.GS.C2.setA.UYT.36.MK-rep1-IITA-TMS-IBA000070_119" 1 2 119 NA NA "check" NA 86.99 "0.365" 0 17.08 "3" 0.26 2 NA NA 0 0 1 1 5 NA 33 NA 2 59 5 NA 47.6 81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 9 1 186 12 NA 3 194 NA NA 0 NA 36 35 NA NA NA 1 2 1 2 7 1 5 NA
